Year,Platform,Genre,Game_Count
1994.0,SAT,Platform,1
1994.0,SCD,Racing,1
1994.0,SCD,Role Playing,1
1994.0,SCD,Strategy,1
1994.0,SNES,Adventure,1
1994.0,SNES,Racing,1
1994.0,SNES,Shooter,1
1994.0,ThreeDO,Puzzle,1
1993.0,SNES,Sports,9
1993.0,SNES,Fighting,8
1993.0,SNES,Role Playing,8
1993.0,SNES,Platform,7
1993.0,SNES,Action,3
1993.0,SNES,Misc,3
1993.0,GEN,Action,2
1993.0,NES,Platform,2
1993.0,SNES,Puzzle,2
1993.0,SNES,Shooter,2
1993.0,GEN,Adventure,1
1993.0,GEN,Platform,1
1993.0,GEN,Role Playing,1
1993.0,GEN,Strategy,1
1993.0,NES,Action,1
1993.0,NES,Puzzle,1
1993.0,NG,Fighting,1
1993.0,SCD,Platform,1
1993.0,SNES,Racing,1
1993.0,SNES,Simulation,1
1993.0,SNES,Strategy,1
1992.0,SNES,Role Playing,4
1992.0,GB,Puzzle,3
1992.0,SNES,Fighting,3
1992.0,SNES,Sports,3
1992.0,SNES,Platform,2
1992.0,SNES,Racing,2
1992.0,GB,Action,1
1992.0,GB,Adventure,1
1992.0,GB,Misc,1
1992.0,GB,Platform,1
1992.0,GEN,Adventure,1
1992.0,GEN,Fighting,1
1992.0,GEN,Platform,1
1992.0,GEN,Shooter,1
1992.0,GEN,Sports,1
1992.0,GG,Platform,1
1992.0,NES,Fighting,1
1992.0,NES,Platform,1
1992.0,PC,Adventure,1
1992.0,PC,Simulation,1
1992.0,PC,Strategy,1
1992.0,SNES,Adventure,1
1992.0,SNES,Misc,1
1992.0,SNES,Puzzle,1
1992.0,SNES,Shooter,1
1992.0,SNES,Strategy,1
1991.0,SNES,Sports,5
1991.0,NES,Puzzle,3
1991.0,SNES,Action,3
1991.0,SNES,Role Playing,3
1991.0,SNES,Shooter,3
1991.0,SNES,Strategy,3
1991.0,GB,Platform,2
1991.0,GB,Role Playing,2
1991.0,NES,Sports,2
1991.0,SNES,Platform,2
1991.0,SNES,Simulation,2
1991.0,GB,Action,1
1991.0,GB,Adventure,1
1991.0,GB,Racing,1
1991.0,GB,Strategy,1
1991.0,GEN,Platform,1
1991.0,NES,Action,1
1991.0,NES,Platform,1
1991.0,SNES,Adventure,1
1991.0,SNES,Fighting,1
1991.0,SNES,Misc,1
1990.0,NES,Platform,2
1990.0,NES,Sports,2
1990.0,GB,Puzzle,1
1990.0,GB,Racing,1
1990.0,GB,Sports,1
1990.0,GEN,Action,1
1990.0,NES,Action,1
1990.0,NES,Role Playing,1
1990.0,SNES,Action,1
1990.0,SNES,Platform,1
1990.0,SNES,Racing,1
1990.0,SNES,Simulation,1
1989.0,GB,Puzzle,3
1989.0,NES,Platform,2
1989.0,GB,Misc,1
1989.0,GB,Platform,1
1989.0,GB,Role Playing,1
1989.0,GB,Shooter,1
1989.0,NES,Action,1
1989.0,NES,Puzzle,1
1989.0,NES,Role Playing,1
1989.0,TowSixZeroZero,Action,1
1989.0,TowSixZeroZero,Puzzle,1
1988.0,NES,Platform,3
1988.0,NES,Role Playing,2
1988.0,NES,Sports,2
1988.0,NES,Action,1
1988.0,NES,Racing,1
1988.0,TowSixZeroZero,Action,1
1988.0,TowSixZeroZero,Shooter,1
1987.0,NES,Role Playing,3
1987.0,NES,Fighting,2
1987.0,NES,Platform,2
1987.0,NES,Sports,2
1987.0,TowSixZeroZero,Shooter,2
1987.0,TowSixZeroZero,Sports,2
1987.0,NES,Adventure,1
1987.0,TowSixZeroZero,Action,1
1986.0,NES,Action,6
1986.0,NES,Platform,6
1986.0,NES,Shooter,3
1986.0,NES,Sports,2
1986.0,NES,Racing,1
1986.0,NES,Role Playing,1
1986.0,TowSixZeroZero,Shooter,1
1986.0,TowSixZeroZero,Sports,1
1985.0,NES,Platform,4
1985.0,NES,Puzzle,2
1985.0,DS,Action,1
1985.0,NES,Action,1
1985.0,NES,Fighting,1
1985.0,NES,Shooter,1
1985.0,NES,Sports,1
1985.0,PC,Simulation,1
1985.0,TowSixZeroZero,Puzzle,1
1984.0,NES,Shooter,3
1984.0,NES,Puzzle,2
1984.0,NES,Sports,2
1984.0,NES,Action,1
1984.0,NES,Misc,1
1984.0,NES,Platform,1
1984.0,NES,Racing,1
1984.0,TowSixZeroZero,Racing,1
1983.0,TowSixZeroZero,Action,7
1983.0,NES,Platform,3
1983.0,NES,Misc,1
1983.0,NES,Sports,1
1983.0,TowSixZeroZero,Adventure,1
1983.0,TowSixZeroZero,Platform,1
1983.0,TowSixZeroZero,Puzzle,1
1983.0,TowSixZeroZero,Shooter,1
1982.0,TowSixZeroZero,Action,18
1982.0,TowSixZeroZero,Shooter,5
1982.0,TowSixZeroZero,Platform,3
1982.0,TowSixZeroZero,Puzzle,2
1982.0,TowSixZeroZero,Racing,2
1982.0,TowSixZeroZero,Sports,2
1982.0,TowSixZeroZero,Misc,1
1981.0,TowSixZeroZero,Action,29
1981.0,TowSixZeroZero,Shooter,12
1981.0,TowSixZeroZero,Sports,6
1981.0,TowSixZeroZero,Puzzle,5
1981.0,TowSixZeroZero,Racing,3
1981.0,TowSixZeroZero,Platform,2
1981.0,TowSixZeroZero,Adventure,1
1981.0,TowSixZeroZero,Fighting,1
1981.0,TowSixZeroZero,Simulation,1
1980.0,TowSixZeroZero,Misc,4
1980.0,TowSixZeroZero,Shooter,2
1980.0,TowSixZeroZero,Action,1
1980.0,TowSixZeroZero,Fighting,1
